pid,location,totval
16401,185 PUTNAM ST,100100
16402,189 PUTNAM ST,103000
16403,193 PUTNAM ST,215000
16404,197 PUTNAM ST,124600
16405,201 PUTNAM ST,223900
16406,NA,NA
16407,"36 PARK PLACEPO BOX 719BRANFORD, CT 06405",1928100
16408,360 COLUMBUS AV,26476600
16409,"PO BOX 231172GREAT NECK, NY 11023",204400
16410,PO BOX 384,544600
16411,267 PORTSEA ST,90000
16412,269 PORTSEA STREET,93100
16413,271 PORTSEA ST,93100
16414,273 PORTSEA ST,90000
16415,275 PORTSEA ST,96100
16416,277 PORTSEA ST,93100
16417,100 HOWE ST,90000
16418,281 PORTSEA ST,83800
16419,789 HOWARD AVE,17200
16420,789 HOWARD AVE,7686600
16421,NA,NA
16422,830 GRAND AVE,814400
16423,830 GRAND AV,1300
16424,"ONE UNION PLACEHARTFORD, CT 06114",432700
16425,300 WHALLEY AVE 3RD FL,740200
16426,165 CHURCH ST,133300
16427,165 CHURCH ST,136200
16428,165 CHURCH ST,2952200
16429,165 CHURCH ST,37200
16430,165 CHURCH ST,36800
16431,165 CHURCH ST,28200
16432,27 DAGGETT ST,19000
16433,165 CHURCH ST,21000
16434,"1 LINDEN PLACESUITE 210GREAT NECK, NY 11021",1179300
16435,789 HOWARD AVE,328300
16436,789 HOWARD AVE,353400
16437,660 HOWARD AV,274700
16438,644 HOWARD AV,105000
16439,"3 CLANCY STEAST HAVEN, CT 06512",104500
16440,165 CHURCH ST,17100
16441,"1314 EAST LAS OLAS BLVD STE 34FORT LAUDERDALE, FL 33301",109800
16442,PO BOX 7145,134200
16443,622 HOWARD AV,143100
16444,NA,NA
16445,295 COLUMBUS AV,107800
16446,NA,NA
16447,"1701 LITCHFIELD TPKEWOODBRIDGE, CT 06525",178500
16448,61 PIERPONT ST,287100
16449,165 CHURCH STREET,119500
16450,332 WASHINGTON AV,60100
16451,165 CHRUCH ST,113400
16452,226 CEDAR ST,630000
16453,226 CEDAR ST,19700
16454,226 CEDAR ST,16600
16455,225 COLUMBUS AV,127500
16456,233 COLUMBUS AV,131300
16457,237 COLUMBUS AV,120500
16458,241 COLUMBUS AV,114100
16459,351 WINTHROP AVE,106800
16460,130 PORTSEA ST,83400
16461,257 COLUMBUS AV,1557200
16462,261 COLUMBUS AV,381600
16463,"PO BOX 3616WOODBRIDGE, CT 06525",329900
16464,"1701 LITCHFIELD TPKEWOODBRIDGE, CT 06525",294000
16465,"1701 LITCHFIELD TPKEWOODBRIDGE, CT 06525",102700
16466, 154 MINOR ST,10700
16467,637 HOWARD AV,179800
16468,154 MINOR ST,374800
16469,134 MINOR ST,142000
16470,10 BIRCH DR,142700
16471,"PO BOX 3616WOODBRIDGE, CT 06525",104900
16472,NA,NA
16473,2 WHITNEY AV 6TH FL,47900
16474,165 CHURCH ST,3581000
16475,400 COLUMBUS AV,3914400
16476,400 COLUMBUS AV,48300
16477,165 CHURCH ST,468600
16478,169 WASHINGTON AV,1088600
16479,YALE U CONTROLLER FRAPO BOX 208372,425400
16480,"734 LEFFERTS AV     APT CBROOKLYN, NY 11203",345800
16481,"PO BOX 3616WOODBRIDGE, CT 06525",900700
16482,YALE U CONTROLLER FRAPO BOX 208372,124500
16483,YALE U CONTROLLER FRAPO BOX 208372,185106800
16484,158 DAVENPORT AV,623100
16485,NA,NA
16486,NA,NA
16487,NA,NA
16488,NA,NA
16489,NA,NA
16490,NA,NA
16491,NA,NA
16492,NA,NA
16493,NA,NA
16494,NA,NA
16495,NA,NA
16496,NA,NA
16497,NA,NA
16498,NA,NA
16499,NA,NA
16500,NA,NA
16501,NA,NA
16502,NA,NA
16503,NA,NA
16504,NA,NA
16505,NA,NA
16506,NA,NA
16507,NA,NA
16508,33 ASYLUM ST,92800
16509,556 CONGRESS AVE,390700
16510,166 DAVENPORT AVE,185300
16511,158 DAVENPORT AV,22500
16512,130 DAVENPORT AV,526300
16513,28 VERNON ST,22800
16514,"PO BOX 1416QUOGUE, NY 11959",21800
16515,PO BOX 1433,277100
16516,300 WHALLEY AVE,101500
16517,300 WHALLEY AVE,143900
16518,300 WHALLEY AVE,120800
16519,300 WHALLEY AVE,138700
16520,300 WHALLEY AV,16700
16521,495 CONGRESS AV,3493800
16522,495 CONGRESS AV,382200
16523,300 WHALLEY AVE,16900
16524,300 WHALLEY AVE,144100
16525,300 WHALLEY AV,372300
16526,"PO BOX 1416QUOGUE, NY 11959",17100
16527,43 WARD ST,80700
16528,47 WARD ST,125500
16529,586 ELLA T GRASSO BLVD,16300
16530,148 DAVENPORT AV,151300
16531,146  DAVENPORT AV,154100
16532,200 COLUMBUS AVE,253600
16533,YALE U CONTROLLER FRAPO BOX 208372,236400
16534,YALE U CONTROLLER FRAPO BOX 208372,20256300
16535,YALE U CONTROLLER FRAPO BOX 208372,8235400
16536,YALE U CONTROLLER FRAPO BOX 208372,19900
16537,YALE U CONTROLLER FRAPO BOX 208372,16000
16538,300 WHALLEY AV,4800
16539,300 WHALLEY AV,684000
16540,300 WHALLEY AV,36700
16541,300 WHALLEY AV,139300
16542,300 WHALLEY AV,143400
16543,300 WHALLEY AV,102000
16544,300 WHALLEY AV,143800
16545,300 WHALLEY AV,122200
16546,300 WHALLEY AV,900
16547,300 WHALLEY AV,15900
16548,300 WHALLEY AV,114700
16549,789 HOWARD AVE,20500
16550,789 HOWARD AVE,735700
16551,NA,NA
16552,48 SYLVAN AV,88100
16553,46 SYLVAN AV,90400
16554,NA,NA
16555,NA,NA
16556,NA,NA
16557,169  DAVENPORT AV,8095100
16558,65 ASYLUM ST,69900
16559,69 ASYLUM ST,108400
16560,73 ASYLUM ST,111300
16561,NA,NA
16562,NA,NA
16563,NA,NA
16564,NA,NA
16565,NA,NA
16566,NA,NA
16567,NA,NA
16568,28 SYLVAN AV,89700
16569,144 HUMPHREY ST,99800
16570,NA,NA
16571,"25 SUTTON PLACE SOUTH  UNIT20KC/O CHRISTAN SALUATFI   NEW YORK NEW YORK, CT 10022",186400
16572,"1985 CEDAR BRIDGE AVE STE 1LAKEWOOD, NJ 08701",103500
16573,52 VERNON ST,136500
16574,48 VERNON ST,41600
16575,46 VERNON ST,90500
16576,44 VERNON ST,154000
16577,42 VERNON ST,140300
16578,40 VERNON ST,113700
16579,38 VERNON ST,121600
16580,36 VERNON ST,120900
16581,34 VERNON ST,122500
16582,PO BOX 1433,264400
16583,"PO BOX 3616WOODBRIDGE, CT 06525",203300
16584,165 ROYDON RD,77000
16585,"1041 NEW HAVEN AVEMILFORD, CT 06460",132400
16586,165 CHURCH ST,17400
16587,139 ORANGE ST STE 301,115300
16588,139 ORANGE ST STE 301,123900
16589,"1914 11TH ST APT 2SANTA MONICA, CA 90404",95300
16590,97 WARD ST,123900
16591,58 SYLVAN AVE,128000
16592,169 DAVENPORT AV,16900
16593,"42 TUMBLEBROOK RDWOODBRIDGE, CT 06525",69600
16594,113 WARD ST,97400
16595,117 WARD ST,130300
16596,58 SYLVAN AV,122400
16597,127 WARD ST,1700
16598,127 WARD ST,90400
16599,"726 AVE PBROOKLYN, NY 11223",91400
16600,34  SYLVAN AV,120500
16601,32  SYLVAN AV,120000
16602,30 SYLVAN AV,110400
16603,28 SYLVAN AV,120900
16604,"128 FORD RDWOODBRIDGE, CT 06525",459700
16605,789 HOWARD AVE,1143800
16606,789 HOWARD AVEMCS-2 ATTN: TAX DEPT,86200
16607,20 YORK ST,508500
16608,20 YORK ST,238400
16609,"135 BEECHER RDWOODBRIDGE, CT 06525",349000
16610,850 HOWARD AV,16500
16611,20 YORK ST,284500
16612,20 YORK ST,459000
16613,20 YORK ST,363200
16614,20 YORK ST,700
16615,YALE U CONTROLLER FRAPO BOX 208372,122700
16616,789 HOWARD AVE,92100
16617,789 HOWARD AVE,90500
16618,789 HOWARD AVE,16600
16619,789 HOWARD AVE,38300
16620,165 CHURCH ST,16700
16621,20 YORK ST,17400
16622,35 VERNON ST,100200
16623,789 HOWARD AVE,90500
16624,850 HOWARD AV,23300
16625,850 HOWARD AVE,22300
16626,20 YORK ST,52700
16627,789 HOWARD AVE,38400
16628,"PO BOX 1416QUOGUE, NY 11959",23700
16629,789 HOWARD AVE,120700
16630,789 HOWARD AVE,59100
16631,14 SYLVAN AV,95800
16632,"128 FORD RDWOODBRIDGE, CT 06525",17400
16633,YALE U CONTROLLER FRAPO BOX 208372,18221100
16634,789 HOWARD AVE,105389500
16635,MCS-2 ATTN: TAX DEPARTMENT789 HOWARD AVE,198125860
16636,"165 CAPITOL AVHARTFORD, CT 06106",19861800
16637,"PO BOX 317546 UNIT 403NEWINGTON, CT 06131-7546",1481000
16638,789 HOWARD AVE,63900
16639,789 HOWARD AVE,58600
16640,789 HOWARD AVE,366269700
16641,C/O ROBERT HERR CONTROLLER OFFPO BOX 208239,84267300
16642,"5 GIRALDA FARMSMADISON, NJ 07940",12972400
16643,NA,NA
16644,450 GEORGE ST,1036900
16645,19 HOWE ST,115000
16646,438 GEORGE ST,110900
16647,19 HOWE ST,178400
16648,"392 DAYTON RDTRUMBULL, CT 06611",135500
16649,426 GEORGE ST,167400
16650,2064 CHAPEL STREET,146500
16651,"955 SOUTH MAIN STMIDDLETOWN, CT 06457",692100
16652,"955 SOUTH MAIN STMIDDLETOWN, CT 06457",969400
16653,360 ORANGE ST,6896800
16654,17 HOWE ST,803900
16655,19 HOWE ST,733300
16656,19 HOWE ST,777400
16657,19 HOWE ST,265600
16658,388 CROWN ST,393500
16659,"888 GREENWAY RDWOODBRIDGE, CT 06525",109200
16660,388 CROWN ST,242100
16661,146 BRADLEY ST UNIT 1,346300
16662,19 HOWE STCARRIAGE HOUSE,250000
16663,100 HOWE ST  C/O OFF BROADWAY,193200
16664,134 PARK ST,13500
16665,134 PARK ST,12500
16666,134 PARK ST,1189500
16667,333 FRONT ST,436500
16668,134 PARK ST,84500
16669,789 HOWARD AVE,1599200
16670,445 GEORGE ST,229800
16671,447 GEORGE ST,205800
16672,451 GEORGE ST,147400
16673,19 HOWE ST,223200
16674,33 HOWE ST,369700
16675,37 EAST PEARL ST,400800
16676,39  HOWE ST,117200
16677,41 HOWE ST,102500
16678,49 HOWE ST,387400
16679,"161 WOODFORD AV UNIT 47PLAINVILLE, CT 06062",276000
16680,1330 CHAPEL ST,568600
16681,1214 CHAPEL ST,1654200
16682,1210 CHAPEL ST,435800
16683,1204 CHAPEL ST,508400
16684,91 SHELTON AV,139400
16685,"885 TEANECK RDC/O CROSS RIVER BANKTEANECK, NJ 07666",1146200
16686,91 SHELTON AV,33500
16687,1182 CHAPEL ST,151400
16688,1180 CHAPEL ST,373700
16689,100 HOWE ST,338900
16690,19 HOWE ST  - REAR BLDG,320900
16691,166 PARK ST,320300
16692,162 PARK ST,120100
16693,100 HOWE ST,524700
16694,19 HOWE STREET REAR BUILDING,94600
16695,381CROWN ST,193100
16696,1204 CHAPEL ST,99500
16697,1204 CHAPEL STREET,97300
16698,395 CROWN ST,132300
16699,C\O OFF BROADWAY100 HOWE ST,232600
16700,401 CROWN ST,232700
16701,151 PARK ST,358300
16702,151 PARK ST,357400
16703,151 PARK ST,496200
16704,165 PARK ST,573700
16705,"464 BOSTON POST RDORANGE, CT 06477",159600
16706,19 HOWE ST,742800
16707,134 LAWRENCE ST,272900
16708,134 LAWRENCE ST,335100
16709,134 LAWRENCE ST,1111900
16710,134 LAWRENCE ST,532600
16711,YALE U CONTROLLER FRAPO BOX 208372,16389700
16712,YALE U CONTROLLER FRAPO BOX 208372,8046700
16713,YALE U CONTROLLER FRAPO BOX 208372,4482100
16714,"16 PINE ORCHARD RD #8BRANFORD, CT 06405",507600
16715,1144 CHAPEL ST,637800
16716,"464 BOSTON POST RDORANGE, CT 06477",423900
16717,YALE U CONTROLLER FRAPO BOX 208372,1214600
16718,"15-2 SAINT ANDREWS CIRWALLINGFORD, CT 06492",389000
16719,"15 SAINT ANDREW CIRCLEWALLINGFORD, CT 06492",348500
16720,"464 BOSTON POST RDORANGE, CT 06477",496900
16721,PO BOX 208372,392700
16722,YALE U CONTROLLER FRAPO BOX 208372,389900
16723,YALE U CONTROLLER FRAPO BOX 208372,438900
16724,YALE U CONTROLLER FRAPO BOX 208372,427600
16725,YALE U CONTROLLER FRAPO BOX 208372,232000
16726,YALE U CONTROLLER FRAPO BOX 208372,322600
16727,YALE U CONTROLLER FRAP O BOX 208372,454800
16728,YALE U CONTROLLER FRAPO BOX 208372,5411500
16729,151 PARK ST,142800
16730,1211 CHAPEL ST,746100
16731,1211 CHAPEL ST,316400
16732,NA,NA
16733,NA,NA
16734,NA,NA
16735,NA,NA
16736,NA,NA
16737,NA,NA
16738,85 HOWE ST,205800
16739,C/O OFF BROADWAY INC100 HOWE ST ,101100
16740,89 HOWE ST,483400
16741,89 HOWE ST,83700
16742,NA,NA
16743,NA,NA
16744,NA,NA
16745,NA,NA
16746,NA,NA
16747,YALE U CONTROLLER FRAPO BOX 208372,153200
16748,YALE U CONTROLLER FRAPO BOX 208372,127600
16749,YALE U CONTROLLER FRAPO BOX 208372,1190200
16750,YALE U CONTROLLER FRAPO BOX 208372,2024600
16751,YALE U CONTROLLER FRAPO BOX 208372,199000
16752,206 PARK ST,174200
16753,134 LAWRENCE ST,347700
16754,"1366 NORTH HIGH STEAST HAVEN, CT 06512-0000",1400
16755,134 LAWRENCE ST,379300
16756,1179 CHAPEL ST,268900
16757,1187 CHAPEL ST  UNIT #1,482800
16758,65 BYRON PLACE,506800
16759,YALE U CONTROLLER FRAPO BOX 208372,625800
16760,NA,NA
16761,NA,NA
16762,NA,NA
16763,YALE U CONTROLLER FRAPO BOX 208372,1176300
16764,YALE U CONTROLLER FRAPO BOX 208372,598400
16765,1211 CHAPEL ST,1163000
16766,134 LAWRENCE ST,1298500
16767,YALE U CONTROLLER FRAPO BOX 208372,131600
16768,YALE U CONTROLLER FRAPO BOX 208372,1157300
16769,YALE U CONTROLLER FRAPO BOX 208372,5700
16770,YALE U CONTROLLER FRAPO BOX 208372,3368000
16771,YALE U CONTROLLER FRAPO BOX 208372,904500
16772,YALE U CONTROLLER FRAPO BOX 208372,2920800
16773,YALE U CONTROLLER FRAPO BOX 208372,441400
16774,YALE U CONTROLLER FRAPO BOX 208372,45000
16775,YA;LE U CONTROLLER FRAPO BOX 208372,583900
16776,YALE U CONTROLLER FRAPO BOX 208372,135016800
16777,YALE U CONTROLLER FRAPO BOX 208372,924800
16778,YALE U CONTROLLER FRAPO BOX 208372,823657
16779,YALE U CONTROLLER FRAPO BOX 208372,406600
16780,YALE U CONTROLLER FRAPO BOX 208372,123900
16781,YALE U CONTROLLER FRAPO BOX 208372,424600
16782,"50 PATRICK LANEBRANFORD, CT 06405",857200
16783,YALE U CONTROLLER FRAPO BOX 208372,614600
16784,YALE U CONTROLLER FRAPO BOX 208372,706700
16785,YALE U CONTROLLER FRAPO BOX 208372,3500
16786,"530 7TH AVE 29TH FLOORNEW YORK, NY 10018",260800
16787,YALE U CONTROLLER FRAPO BOX 208372,3038100
16788,YALE U CONTROLLER FRAPO BOX 208372,6847200
16789,C/O DANA HARVEY3013 DIXWELL AVENUE,1650000
16790,YALE U CONTROLLER FRAPO BOX 208372,4013600
16791,YALE U CONTROLLER FRAPO BOX 208372,1701600
16792,YALE U CONTROLLER FRAPO BOX 208372,1233400
16793,YALE U CONTROLLER FRAPO BOX 208372,931300
16794,YALE U CONTROLLER FRAPO BOX 208372,17400
16795,YALE U C0NTROLLER FRAPO BOX 208372,854700
16796,YALE U CONTROLLER FRAPO BOX 208372,35119770
16797,YALE U CONTROLLER FRAPO BOX 208372,283000
16798,YALE U CONTROLLER FRAPO BOX 208372,39032400
16799,YALE U CONTROLLER FRAPO BOX 208372,2263500
16800,"50 WALTER LANEHAMDEN, CT 06514-0000",2725100
16801,1140 CHAPEL STSUITE 405,14855300
16802,1140 CHAPEL STSUITE 405,159100
16803,95 HOWE ST,1357300
16804,95 HOWE ST,272400
16805,95 HOWE ST,314200
16806,105 HOWE ST,148100
16807,105 HOWE ST,149200
16808,105 HOWE ST,365700
16809,80 HOWE STUNIT 101,105800
16810,109 HOWE ST,298700
16811,109 HOWE ST,143200
16812,115 HOWE ST,126700
16813,376 ELM ST,452000
16814,PO BOX 9344,219200
16815,PO BOX 9344,253100
16816,"27 SPRING GLEN TERHAMDEN, CT 06517",504600
16817,"82-37 261 STREETFLORAL PARK, NY 11004",140800
16818,37 EDGEWOOD AVE,1166800
16819,"1875 COMMONWEALTH AVE #7BRIGHTON, MA 02135-5238",127500
16820,28 LYNWOOD PL,162700
16821,300 WHALLEY AVE,171000
16822,74 DWIGHT ST,163000
16823,"C/O N KURT BARNESONE SHERMAN SQUARE 11JNEW YORK, NY 10023",349900
16824,16 LYNWOOD PL,282400
16825,1214 CHAPEL ST,667100
16826,"5729 LEBANON RDSUITE 144 PMB 293FRISCO, TX 75034",229000
16827,37 EDGEWOOD AV,129200
16828,21 EDGEWOOD AV,167000
16829,19 LYNWOOD PL,187400
16830,21 LYNWOOD PL,186300
16831,268 PARK STREET,278800
16832,19 HOWE ST,723000
16833,"1128 HIGHVIEW AV APT #V 15MANHATTAN BEACH, CA 90266",157600
16834,"C/O JIM MACKAY593 SPRING VALEY RDMORRISTOWN , NJ 07960",131000
16835,37 LYNWOOD PL,277800
16836,350 ELM ST,289800
16837,348 ELM ST,222300
16838,PO BOX 201913 YALE STATION,498500
16839,"302 RT 80KILLINGWORTH, CT 06419",116600
16840,338 ELM ST,858900
16841,268 PARK ST,297600
16842,274 PARK ST,23400
16843,272 PARK ST,23800
16844,268 PARK ST,3397268
16845,260 PARK ST,24700
16846,YALE U CONTROLLER FRAPO BOX 208372,4589800
16847,YALE U CONTROLLER FRAPO BOX 208372,481700
16848,YALE U CONTROLLER FRAPO BOX 208372,147700
16849,YALE U CONTROLLER FRAPO BOX 208372,24100
16850,PO BOX 208372,174900
16851,17 EDGEWOOD AV,146200
16852,371 ELM ST,623400
16853,"19 SOUTH MAIN STBOX DBRANFORD, CT 06405",104700
16854,"19 SOUTH MAIN STBOX DBRANFORD, CT 06405",120500
16855,100 HOWE ST,440500
16856,100 BROADWAY,1971200
16857,90 BROADWAY,374300
16858,"101 N TRYON ST NC10010381CHARLOTTE, NC 28255",8000
16859,"101 N TRYON ST NC10010381CHARLDOTTE, NC 28255",1455200
16860,"777 MAIN ST,MSN 920,OREO DEPTHARTFORD, CT 06115",100
16861,"101 N TRYON ST NC10010381CHARLOTTE, NC 28255",248500
16862,84 BROADWAY,849500
16863,BROADWAY,118500
16864,84 BROADWAY,276400
16865,84 BROADWAY,2995500
16866,343 ELM ST,93500
16867,345 ELM ST,98200
16868,349 ELM ST,24400
16869,361 ELM ST,457300
16870,367 ELM ST,1338800
16871,76 ASHMUN ST,94900
16872,YALE U CONTROLLER FRAPO BOX 208372,236400
16873,YALE U CONTROLLER FRAPO BOX 208372,192100
16874,YALE U CONTROLLER FRAPO BOX 208372,157100
16875,YALE U CONTROLLER FRAPO BOX 208372,157000
16876,YALE U CONTROLLER FRAPO BOX 208372,1176900
16877,YALE U CONTROLLER FRAPO BOX 208372,1580500
16878,YALE U CONTROLLER FRAPO BOX 208372,82691300
16879,CONTROLLERS OFFICEPO BOX 208372,1652500
16880,YALE U CONTROLLER FRAPO BOX 208372,267600
16881,YALE U CONTROLLER FRAPO BOX 208372,458200
16882,76 ASHMUN ST,24200
16883,360 ORANGE STREET,134200
16884,YALE U CONTROLLER FRAPO BOX 208372,330500
16885,65 BRISTOL ST,225200
16886,67 BRISTOL ST,202400
16887,69 BRISTOL ST,201300
16888,"JAMES R BOLING121 NORTONTOWN RDMADISON, CT 06443",195800
16889,73 BRISTOL STREET,169900
16890,77 BRISTOL ST,160600
16891,"PO BOX 623ENFIELD, CT 06083-0623",124200
16892,"91 ELM STNORTH HAVEN, CT 06473",186100
16893,89 BRISTOL ST,262300
16894,PO BOX 591,142500
16895,208 LAWNCREST RD,251100
16896,429 NORTON PKWY,194700
16897,105 BRISTOL ST,170800
16898,679 STATE ST,217300
16899,"PO BOX 3616WOODBRIDGE, CT 06525",266200
16900,165 CHURCH ST,62000
16901,360 ORANGE ST,275100
16902,145 HAMILTON ST,18400
16903,145 HAMILTON ST,218800
16904,145 HAMILTON ST,219200
16905,"1665 N PORTAL DR NWWASHINGTON, DC 20012",982000
16906,95 DIXWELL AV,354400
16907,165 CHURCH ST,11900
16908,95 DIXWELL AV,69600
16909,125 DIXWELL AV,850600
16910,46 BRISTOL ST,174400
16911,120 ASHMUN ST,194600
16912,PO BOX 208372,254000
16913,PO BOX 208372,27000
16914,CONTROLLERS OFFICEPO BOX 208372,213800
16915,CONTROLLERS OFFICEPO BOX 208372,228300
16916,11 LAKE PL,223100
16917,982 STATE ST,292200
16918,CONTROLLERS OFFICEPO BOX 208372,264200
16919,"906-A COMMERCE RDANNAPOLIS, MD 21401",275800
16920,CONTROLLERS OFFICEPO BOX 208372,268900
16921,CONTROLLERS OFFICEPO BOX 208372,260500
16922,CONTROLLERS OFFICEPO BOX 208372,248500
16923,CONTROLLERS OFFICEPO BOX 208372,258200
16924,CONTROLLERS OFFICEPO BOX 208372,229700
16925,CONTROLLERS OFFICEPO BOX 208372,229900
16926,817 GRAND AVE,230500
16927,817 GRAND AVE,224500
16928,CONTROLLERS OFFICEPO BOX 208372,263000
16929,300 WHALLEY AV,333200
16930,"19 GREGORY FARM RDEASTON, CT 06612",270100
16931,"21 HERMAN AVDARIEN, CT 06820",267600
16932,"PO BOX 68OOLTEWAH, TN 37363",258000
16933,"PO BOX 68OOLTEWAH, TN 37363",250600
16934,85 LAKE PL,294300
16935,91 LAKE PL,302300
16936,NA,NA
16937,YALE U CONTROLLER FRAPO BOX 208372,412200
16938,YALE U CONTROLLER FRAPO BOX 208372,16700
16939,45 DIXWELL AVENUE,630300
16940,NA,NA
16941,"149 HOMESIDE AVWEST HAVEN, CT 06516",399000
16942,165 CHURCH ST,125100
16943,"1410 DUNBAR HILL RDHAMDEN, CT 06514",498600
16944,"1410 DUNBAR HILL RDHAMDEN, CT 06514",53400
16945,"1665 N PORTAL DR NWWASHINGTON, DC 20012",1329500
16946,"C/O BEACON COMMUNITIES150 FEDERAL ST 5TH STBOSTON, MA 02110",1712300
16947,399 WHALLEY AV,573700
16948,80 BRISTOL ST,186700
16949,56 BRISTOL ST,183300
16950,60 BRISTOL ST,184000
16951,64 BRISTOL ST,186000
16952,68  BRISTOL ST,183300
16953,72 BRISTOL ST,183300
16954,76 BRISTOL ST,167800
16955,306 ASHMUN ST,122900
16956,304 ASHMUN ST,124900
16957,302 ASHMUN ST,125700
16958,300 ASHMUN ST,121400
16959,5 ADMIRAL ST,130000
16960,7 ADMIRAL ST,14800
16961,13 ADMIRAL ST,86000
16962,17 ADMIRAL ST,89500
16963,21 ADMIRAL ST,123000
16964,25 ADMIRAL ST,107200
16965,29  ADMIRAL ST,120300
16966,33 ADMIRAL ST,90500
16967,702 ORCHARD ST,113400
16968,41 ADMIRAL STREET,107400
16969,"65 WEST HELEN STHAMDEN, CT 06514",106600
16970,49 ADMIRAL ST,103600
16971,53 ADMIRAL ST,99600
16972,55 ADMIRAL ST,96100
16973,59 ADMIRAL ST,115300
16974,61 ADMIRAL ST,1600
16975,63 ADMIRAL ST,135100
16976,71 ADMIRAL ST,124100
16977,75 ADMIRAL ST,139900
16978,81 ADMIRAL ST,123600
16979,85 ADMIRAL ST,91700
16980,253 DIXWELL AV,102700
16981,165 CHURCH ST,2400
16982,259 DIXWELL AV,105000
16983,263 DIXWELL AV,75400
16984,"PO BOX 138SOUTHPORT, CT 06890",174400
16985,123 YORK ST STE 2B,290700
16986,275 DIXWELL AV,1752600
16987,285 VALLEY ST,116500
16988,429 DIXWELL AV,126600
16989,80 HENRY ST,123900
16990,76 HENRY ST,115000
16991,68 HENRY ST,144300
16992,PO BOX 3962,77400
16993,64 HENRY ST,16700
16994,58 HENRY ST,136200
16995,165 CHURCH ST,18100
16996,565 ELLSWORTH AV,183500
16997,1446 ELLA T GRASSO BLVD,109600
16998,44 HENRY ST,131300
16999,"65 DOWNS ROADMONROE, CT 06468",133200
17000,36 HENRY ST,100200
17001,165 CHURCH ST,9500
17002,32 HENRY ST,81800
17003,PO BOX 467,81400
17004,"PO BOX 6101HAMDEN, CT 06517",71100
17005,NA,NA
17006,"C/O BEACON COMMUNITIES LLCTWO CENTER PLAZA, SUITE 700BOSTON, MA 02108",524100
17007,"C/O BEACON COMMUNITIES150 FEDERAL ST 5TH FLBOSTON, MA 02110",2921500
17008,NA,NA
17009,165   CHURCH ST,21800
17010,165 CHURCH ST,14644400
17011,165 CHURCH ST,128500
17012,165 CHURCH ST,941700
17013,217 DIXWELL AV,1515300
17014,197 DIXWELL AV,838400
17015,165 CHURCH ST,171700
17016,NA,NA
17017,235 DIXWELL AV,1201900
17018,241 DIXWELL AV,1117800
17019,242 DIXWELL AVVARICK CHURCH,16700
17020,80 ADMIRAL ST,126800
17021,70 ADMIRAL ST,116000
17022,75 ADMIRAL ST,118400
17023,66 ADMIRAL ST,124900
17024,165 CHURCH ST,23000
17025,62 ADMIRAL ST,113500
17026,60 ADMIRAL ST,114700
17027,50 ADMIRAL ST,132100
17028,"17 CARRINGTON DRGREENWICH, CT 06831",119100
17029,44 ADMIRAL ST,111100
17030,NA,NA
17031,774 ORCHARD ST,73800
17032,NA,NA
17033,316 DIXWELL AV,233900
17034,191 SHERMAN AVE,122200
17035,150 COLONY RD,21400
17036,150 COLONY RD,208700
17037,308 DIXWELL AV,296300
17038,306 DIXWELL AV,234500
17039,"228 GORHAM AVENUEHAMDEN, CT 06514",138300
17040,"360 KENT AVBRIDGEPORT, CT 06610",178500
17041,165 CHURCH ST,43300
17042,143 SHELTON AVE,291900
17043,"C/O BETTER QUALITY MANAGEMENT51 VINE STHARTFORD, CT 06112",276500
17044,131 HENRY ST,103300
17045,"C/O BETTER QUALITY MANAGEMENT51 VINE STHARTFORD, CT 06112",419600
17046,"C/O BETTER QUALITY MANAGEMENT51 VINE STHARTFORD, CT 06112",425700
17047,91 SHELTON AVE STE 110,76700
17048,759 ORCHARD ST,106900
17049,763 ORCHARD ST,106900
17050,NA,NA
17051,771 ORCHARD ST,15000
17052,781 ORCHARD ST,106300
17053,85 EASTERN ST,77500
17054,360 ORANGE ST,48600
17055,NA,NA
17056,309 DIXWELL AV,41800
17057,238 MUNSON ST,70200
17058,"142 WEST HELEN STHAMDEN, CT 06514",70400
17059,165 CHURCH ST,16700
17060,689 FOUNTAIN ST,58800
17061,224 MUNSON ST,19500
17062,220 MUNSON ST,180600
17063,165 CHURCH ST,16500
17064,216 MUNSON ST,81300
17065,715 FOUNTAIN ST,79700
17066,"31 HALLSEY LAWOODBRIDGE, CT 06525",64600
17067,"31 HALLSEY LAWOODBRIDGE, CT 06525",70600
17068,"31 HALLSEY LAWOODBRIDGE, CT 06525",14800
17069,50 FITCH ST STE 206B,70000
17070,75 ADMIRAL ST,42700
17071,NA,NA
17072,139 ORANGE STSUITE 301,846400
17073,NA,NA
17074,31 HENRY ST,83100
17075,774 ORCHARD ST,79100
17076,"31 HALLSEY LAWOODBRIDGE, CT 06525",61800
17077,39 HENRY ST,80200
17078,41 HENRY ST,103700
17079,43 HENRY ST,91700
17080,"699 LEFFERTS AVBROOKLYN, NY 11213",81800
17081,51 HENRY ST,113100
17082,57 HENRY ST,119000
17083,165 CHURCH ST,17000
17084,65  HENRY ST,116300
17085,69 HENRY ST,116900
17086,73 HENRY ST,130600
17087,"87 RIDGEDALE ROADMONROE, CT 06468",348800
17088,81 HENRY ST,118500
17089,85 HENRY ST,113600
17090,89 HENRY ST,134100
17091,50 FITCH ST #206B,125700
17092,93 HENRY ST,133200
17093,"142 LIBERTY STLODI, NJ 07644",66600
