"pid","location","totval"
15239,"79 WEBSTER STMERIDEN, CT 06450",81600
15240,"7 COACH DR.NORTHFORD, CT 06472",96600
15241,"165 CHURCH STNEW HAVEN, CT 06510",1300
15242,"554 BOSTON POST ROAD SUITE 103ORANGE, CT 06477",70000
15243,"42 LIBERTY STNEW HAVEN, CT 06519",16200
15244,"42 LIBERTY STNEW HAVEN, CT 06511",60400
15245,"42 LIBERTY STNEW HAVEN, CT 06519",1500
15246,"42 LIBERTY STNEW HAVEN, CT 06511",16600
15247,"7105 CORPORATE DRPLANO, TX 75024",136700
15248,NA,NA
15249,NA,NA
15250,"121 MORRIS STNEW HAVEN, CT 06519",99800
15251,"143 RIDGE RDHAMDEN, CT 06517",114400
15252,"155 CEDAR STNEW HAVEN, CT 06519",100900
15253,"143 RIDGE RDHAMDEN, CT 06514-0000",185100
15254,"136 CARLISLE STNEW HAVEN, CT 06511",76200
15255,"132 CARLISLE STNEW HAVEN, CT 06511",138300
15256,"130 CARLISLE ST NEW HAVEN, CT 06519",62800
15257,"PO BOX 3616WOODBRIDGE, CT 06525",104900
15258,"50 FITCH ST #206BNEW HAVEN, CT 06515",92100
15259,"120 CARLISLE STNEW HAVEN, CT 06519",85300
15260,"146 CARLISLE STNEW HAVEN, CT 06519",31900
15261,"158 CEDAR STNEW HAVEN, CT 06519",57200
15262,"143 BEATRICE DRWEST HAVEN, CT 06516",81900
15263,"113 PUTNAM STNEW HAVEN, CT 06519",135000
15264,NA,NA
15265,"77 SMITH STWEST HAVEN, CT 06516",96300
15266,"129 PUTNAM STNEW HAVEN, CT 06519",222000
15267,NA,NA
15268,NA,NA
15269,"165 CHURCH STNEW HAVEN, CT 06510",427100
15270,"165 CHURCH STNEW HAVEN, CT 06510",15900
15271,"143 RIDGE RDHAMDEN, CT 06517",91100
15272,"166 CARLISLE STNEW HAVEN, CT 06519",105800
15273,"22 VALLEY STMORRISTOWN, NJ 07960",107100
15274,"8 SALEM STNEW HAVEN, CT 06519",92300
15275,"165 CHURCH STNEW HAVEN, CT 06510",128500
15276,"165 CHURCH STNEW HAVEN, CT 06510",1300
15277,"147 PUTNAM STNEW HAVEN, CT 06511",16100
15278,"151 PUTNAM STNEW HAVEN, CT 06511",97400
15279,"26 HAMILTON STWEST HAVEN, CT 06516",115000
15280,"26 HAMILTON STWEST HAVEN, CT 06516",11000
15281,"26 HAMILTON STWEST HAVEN, CT 06516",4900
15282,"529-531 HOWARD AVNEW HAVEN, CT 06519",241900
15283,"10 BIRCH DRNEW HAVEN, CT 06515",100600
15284,"1100 CORPORATE CENTER DRRALEIGH, NC 27607",108900
15285,"537 HOWARD AVNEW HAVEN, CT 06511",109000
15286,"539 HOWARD AVNEW HAVEN, CT 06511",138500
15287,"165 CHURCH STNEW HAVEN, CT 06510",16300
15288,"165 CHURCH STNEW HAVEN, CT 06510",73800
15289,"10 MANVILLE RDWOODBRIDGE, CT 06525",126200
15290,"180 CARLISLE STNEW HAVEN, CT 06511",55400
15291,"178 CARLISLE STNEW HAVEN, CT 06519",63000
15292,"178 CARLISLE STNEW HAVEN, CT 06519",15900
15293,"7 NEW RDMADISON, CT 06443",52700
15294,"8 NORTH FOREST CIRCLEWEST HAVEN, CT 06516",145700
15295,"34 SALEM STNEW HAVEN, CT 06519",68700
15296,"32 SALEM STNEW HAVEN, CT 06519",75800
15297,"30 SALEM STNEW HAVEN, CT 06519",66900
15298,"91 ELM STNORTH HAVEN, CT 06473",64100
15299,"26  SALEM STNEW HAVEN, CT 06519",79100
15300,"2185 WHITNEY AVNORTH HAVEN, CT 06473",127200
15301,"179 CARLISLE STNEW HAVEN, CT 06519",114300
15302,"153 EAST ST 2ND FLNEW HAVEN, CT 06511",448700
15303,"153 EAST ST 2ND FLNEW HAVEN, CT 06511",14900
15304,"577 HOWARD AVNEW HAVEN, CT 06519",1012600
15305,"130 PORTSEA STNEW HAVEN, CT 06519",114900
15306,"228 PORTSEA STNEW HAVEN, CT 06519",150100
15307,"720 EDGEWOOD AVNEW HAVEN, CT 06515",31300
15308,"165 CHURCH STNEW HAVEN, CT 06510",12600
15309,"165 CHURCH STNEW HAVEN, CT 06510",12600
15310,"165 CHURCH STREETNEW HAVEN, CT 06510",15300
15311,"45 ELLSWORTH AVWEST HAVEN, CT 06516",61200
15312,"62 LIBERTY STNEW HAVEN, CT 06519",87500
15313,"60 LIBERTY STNEW HAVEN, CT 06511",64900
15314,"33 OLD OAKWOOD DRSOKUTHBURY, CT 06488",406300
15315,"125 CARLISLE STNEW HAVEN, CT 06519",99200
15316,"131 CARLISLE STNEW HAVEN, CT 06519",16400
15317,"133 CARLISLE STNEW HAVEN, CT 06519",12600
15318,"135 CARLISLE STNEW HAVEN, CT 06519",84300
15319,"143 RIDGE RDHAMDEN, CT 06517",275000
15320,"143 RIDGE RDHAMDEN, CT 06515",89800
15321,"173 CEDAR STNEW HAVEN, CT 06519",92300
15322,"175 CEDAR STNEW HAVEN, CT 06519",88600
15323,"1 FIELDCREST DRMONSEY, NY 10952",37900
15324,"179 CEDAR STNEW HAVEN, CT 06511",86500
15325,"184 PORTSEA STNEW HAVEN, CT 06519",106400
15326,"180 PORTSEA STNEW HAVEN, CT 06519",101600
15327,"1 FIELDCREST DRMONSEY, NY 10952",118500
15328,"172 PORTSEA STNEW HAVEN, CT 06519",59400
15329,"168 PORTSEA STNEW HAVEN, CT 06519",70900
15330,"162 PORTSEA STNEW HAVEN, CT 06519",67100
15331,"208 COLUMBUS AVNEW HAVEN, CT 06519",7669800
15332,"208 COLUMBUS AVNEW HAVEN, CT 06519",768400
15333,"228 COLUMBUS AVNEW HAVEN, CT 06519",116200
15334,"PO BOX 3616WOODBRIDGE, CT 06525",100700
15335,"165 CHURCH STNEW HAVEN, CT 06510",15900
15336,"190 CEDAR STNEW HAVEN, CT 06519",87800
15337,"193 PORTSEA STNEW HAVEN, CT 06519",82000
15338,"130 PORTSEA STNEW HAVEN, CT 06519",79400
15339,"201 PORTSEA STNEW HAVEN, CT 06511",82400
15340,"205 PORTSEA STNEW HAVEN, CT 06519",85100
15341,"207 PORTSEA STNEW HAVEN, CT 06519",90100
15342,"211 PORTSEA STNEW HAVEN, CT 06519",76000
15343,"17 MILL PLAIN RDDANBURY, CT 06811",138100
15344,"182 CANTON STWEST HAVEN, CT 06516",135600
15345,"25 GOLD STNEW HAVEN, CT 06519",17600
15346,"25 GOLD STNEW HAVEN, CT 06519",16900
15347,"8 STEPHEN COURTNORTH HAVEN, CT 06473",140600
15348,"518 RACKBROOK RDORANGE, CT 06477",91600
15349,"48 SALEM STNEW HAVEN, CT 06519",121000
15350,"215 PORTSEA STNEW HAVEN, CT 06519",98200
15351,"219 PORTSEA STNEW HAVEN, CT 06511",100600
15352,"153 EAST ST 2ND FLNEW HAVEN, CT 06511",299400
15353,"5 ZORANNE DREAST NORTHPORT, NY 11731",96100
15354,"583 HOWARD AVNEW HAVEN, CT 06519",188200
15355,"589 HOWARD AVNEW HAVEN, CT 06519",112600
15356,"42 HIGHFIELD LANEROSILYN, NY 11517",127100
15357,"399 ORANGE STNEW HAVEN, CT 06510",238000
15358,NA,NA
15359,"615 HOWARD AVENEW HAVEN, CT 06519",550800
15360,NA,NA
15361,"258 COLUMBUS AVENUENEW HAVEN, CT 06519",130300
15362,"518 RACEBROOK RDORANGE, CT 06477",107400
15363,"248 COLUMBUS AVNEW HAVEN, CT 06510",15900
15364,"325 HOWARD AVNEW HAVEN, CT 06519",153300
15365,"262 HALLOCK AVNEW HAVEN, CT 06519",62600
15366,"262 HALLOCK AVENUENEW HAVEN, CT 06519",71600
15367,"252 HALLOCK AVNEW HAVEN, CT 06511",87900
15368,"250 HALLOCK AVNEW HAVEN, CT 06519",88600
15369,"170 CARMEN ROAD SOUTHMILFORD, CT 06460",92900
15370,"242 HALLOCK AVNEW HAVEN, CT 06519",103200
15371,"240 HALLOCK AVNEW HAVEN, CT 06519",99400
15372,"33 SECOND STNEW HAVEN, CT 06519",104800
15373,"39 SECOND STNEW HAVEN, CT 06511",98500
15374,"45 SECOND ST.NEW HAVEN, CT 06519",104500
15375,"51 SECOND STNEW HAVEN, CT 06519",109500
15376,"57 SECOND STNEW HAVEN, CT 06519",108000
15377,"297 HOWARD AVNEW HAVEN, CT 06519",135000
15378,"144 HUMPHREY STNEW HAVEN, CT 06511",132800
15379,"57 HIGHLAND STWEST HAVEN, CT 06516",16400
15380,"309 HOWARD AVNEW HAVEN, CT 06519",133900
15381,"313 HOWARD AVNEW HAVEN, CT 06519",113900
15382,"325 HOWARD AVNEW HAVEN, CT 06519",77000
15383,"323 HOWARD AVNEW HAVEN, CT 06511",317500
15384,"325 HOWARD AVNEW HAVEN, CT 06519",1300
15385,"322 HOWARD AVNEW HAVEN, CT 06519",150500
15386,"3 CLANCY STEAST HAVEN, CT 06512",148700
15387,"780 STATE STREETNEW HAVEN, CT 06511",127900
15388,"P. O. BOX 3962WOODBRIDGE, CT 06525",131500
15389,"25 YOWAGO AVBRANFORD, CT 06405",126500
15390,"302 HOWARD AVNEW HAVEN, CT 06511",333400
15391,"48 EDGEWOOD DRGUILFORD, CT 06437",93900
15392,"294 HOWARD AVNEW HAVEN, CT 06519",94400
15393,"288 HOWARD AVNEW HAVEN, CT 06519",125300
15394,"75 SECOND STNEW HAVEN, CT 06511",81200
15395,"375 GREENWICH AVNEW HAVEN, CT 06511",160700
15396,"121 NORTONTOWN RDMADISON, CT 06443",89400
15397,"391 GREENWICH AVNEW HAVEN, CT 06519",81500
15398,"393 GREENWICH AVNEW HAVEN, CT 06511",85000
15399,"397 GREENWICH AVENEW HAVEN, CT 06519",86900
15400,"401 GREENWICH AVNEW HAVEN, CT 06519",94800
15401,"BOX 01911271SIOUX FALLS, SD 57186",83000
15402,"409 GREENWICH AVNEW HAVEN, CT 06519",82300
15403,"415 GREENWICH AVNEW HAVEN, CT 06519",93400
15404,"12 GILBERT HILL RDNORTH HAVEN, CT 06473",86800
15405,"PO BOX 661BRONX, NY 10475",98400
15406,"425 GREENWICH AVNEW HAVEN, CT 06519",95900
15407,"35 GLEN RIDGE RDHAMDEN, CT 06518",125100
15408,"82 FIRST STNEW HAVEN, CT 06519",52500
15409,"80 FIRST STNEW HAVEN, CT 06519",106500
15410,"78 FIRST STNEW HAVEN, CT 06519",100300
15411,"20 LAMBERTON STNEW HAVEN, CT 06519",153700
15412,"20 LAMBERTON STNEW HAVEN, CT 06510",9000
15413,"296 HALLOCK AVNEW HAVEN, CT 06519",17500
15414,"296 HALLOCK AVNEW HAVEN, CT 06519",93300
15415,"60-60-68TH AVERIDGEWOOD, NY 11385",73200
15416,"83 MIDDLETOWN AVNORTH HAVEN, CT 06473",87200
15417,"284 HALLOCK AVNEW HAVEN, CT 06519",129100
15418,"282 HALLOCK AVNEW HAVEN, CT 06511",14600
15419,"19 SURREY LABRANFORD, CT 06405",14600
15420,"PO BOX 7389NEW HAVEN, CT 06519-0389",30400
15421,"19 SURREY LABRANFORD, CT 06405",14000
15422,"19 SURREY LABRANFORD, CT 06405",49700
15423,"333 HOWARD AVNEW HAVEN, CT 06519",100
15424,"1701 LITCHFIELD TPKEWOODBRIDGE, CT 06525",129900
15425,"337 HOWARD AVNEW HAVEN, CT 06519",128400
15426,"P. O. BOX 3962NEW HAVEN, CT 06525",129700
15427,"345 HOWARD AVNEW HAVEN, CT 06519",95600
15428,"672 ELM ST #3NEW HAVEN, CT 06511",79100
15429,"353 HOWARD AVNEW HAVEN, CT 06519",23100
15430,"357 HOWARD AVNEW HAVEN, CT 06511",125000
15431,"361 HOWARD AVNEW HAVEN, CT 06519",98600
15432,"365 HOWARD AVNEW HAVEN, CT 06519",262600
15433,"367 HOWARD AVNEW HAVEN, CT 06519",176800
15434,"32 LAMBERTON STNEW HAVEN, CT 06519",104800
15435,"30 LAMBERTON STNEW HAVEN, CT 06519",85800
15436,"26 LAMBERTON STNEW HAVEN, CT 06519",75500
15437,"22 LAMBERTON STNEW HAVEN, CT 06519",73400
15438,"368 HOWARD AVNEW HAVEN, CT 06519",97400
15439,"38-97TH STCORONA, NY 11372",113900
15440,"360 HOWARD AVNEW HAVEN, CT 06519",127900
15441,"45 WEAVER STNORTH HAVEN, CT 06473",106300
15442,"PO BOX 507SOUTHINGTON, CT 06489",110500
15443,"348 HOWARD AVNEW HAVEN, CT 06519",98100
15444,"PO BOX 16534WEST HAVEN, CT 06516",126800
15445,"340 HOWARD AVNEW HAVEN, CT 06519",111700
15446,"332 HOWARD AVNEW HAVEN, CT 06519",158500
15447,"77 FIRST STNEW HAVEN, CT 06519",100900
15448,"79 FIRST STNEW HAVEN, CT 06519",17600
15449,NA,NA
15450,"445 GREENWICH AVNEW HAVEN, CT 06519",118100
15451,"451 GREENWICH AVNEW HAVEN, CT 06519",80600
15452,"165 CHURCH STNEW HAVEN, CT 06510",17400
15453,"459 GREENWICH AVNEW HAVEN, CT 06519",154300
15454,"466 HOWARD AVENEW HAVEN, CT 06519",164800
15455,"48 KIMBERLY AVNEW HAVEN, CT 06519",27900
15456,"48 KIMBERLY AVNEW HAVEN, CT 06519",229600
15457,"31 FORTUNE DRNORTH HAVEN, CT 06473",186300
15458,"216 CROWN STSUITE 502NEW HAVEN, CT 06510",266300
15459,"1551 SE 12TH STDEERFIELD BEACH, FL 33441",37100
15460,"720 EDGEWOOD AVNEW HAVEN, CT 06515",10100
15461,"59 ELM ST STE 200NEW HAVEN, CT 06510",79300
15462,"26 CEDAR STNEW HAVEN, CT 06519",85900
15463,"24 CEDAR STNEW HAVEN, CT 06519",70700
15464,"4 CEDAR STNEW HAVEN, CT 06519",101600
15465,"8  CEDAR STNEW HAVEN, CT 06519",101600
15466,"14 CEDAR STNEW HAVEN, CT 06519",103900
15467,"11 LAMBERTON STNEW HAVEN, CT 06519",122800
15468,"4101 WISEMAN BLVDSAN ANTONIO, TX 78251",125000
15469,"17 LAMBERTON STNEW HAVEN, CT 06519",107000
15470,"19 LAMBERTON STNEW HAVEN, CT 06519",116900
15471,"23 LAMBERTON STNEW HAVEN, CT 06519",122700
15472,"29 LAMBERTON STNEW HAVEN, CT 06519",129200
15473,"375 HOWARD AVNEW HAVEN, CT 06519",1010000
15474,"387 HOWARD AVNEW HAVEN, CT 06519",124200
15475,"391 HOWARD AVNEW HAVEN, CT 06519",1e+05
15476,"19 FOXON RDEAST HAVEN, CT 06513",141200
15477,"1739 QUINNIPIAC AVE NEW HAVEN, CT 06513",302400
15478,"40 CASSIUS STNEW HAVEN, CT 06511",2600
15479,"38 CASSIUS STNEW HAVEN, CT 06519",100200
15480,"1661 WORTHINGTON RD STE 100WEST PALM BEACH, FL 33409",122800
15481,"28 CASSIUS STNEW HAVEN, CT 06519",104700
15482,"24 CASSIUS STNEW HAVEN, CT 06519",139600
15483,"129 GREAT HILL RDSEYMOUR, CT 06483",130900
15484,"18 CASSIUS STNEW HAVEN, CT 06519",86400
15485,"16 CASSIUS STNEW HAVEN, CT 06519",99600
15486,"10 CASSIUS STNEW HAVEN, CT 06519",101400
15487,"76 CEDAR STNEW HAVEN, CT 06519",81100
15488,"54 CEDAR STNEW HAVEN, CT 06519",113600
15489,"54 CEDAR STNEW HAVEN, CT 06519",14500
15490,"48 CEDAR STNEW HAVEN, CT 06519",90300
15491,"42 CEDAR STNEW HAVEN, CT 06519",104000
15492,"PO BOX 7521NEW HAVEN, CT 06519",116300
15493,"PO BOX 1765WALLINGFORD, CT 06492",37900
15494,"3 CASSIUS STNEW HAVEN , CT 06519",36300
15495,"255 TOWNSEND AVENEW HAVEN, CT 06512",31100
15496,"242 WEST IVY STNEW HAVEN, CT 06511",99800
15497,"15 CASSIUS STNEW HAVEN, CT 06519",116400
15498,"19 CASSIUS STNEW HAVEN, CT 06519",80300
15499,"200 ROCK RDNORTH HAVEN, CT 06473",129700
15500,"PO BOX 1248ORANGE, CT 06477",71300
15501,"3000 WHITNEY AVE STE 118HAMDEN, CT 06518",86000
15502,"37 CASSIUS STNEW HAVEN, CT 06511",89800
15503,"41 CASSIUS STNEW HAVEN, CT 06519",107200
15504,"139 ORANGE ST STE 301NEW HAVEN, CT 06510",305600
15505,"423 HOWARD AVNEW HAVEN, CT 06519",98100
15506,"3415 VISION DR FL1MAIL CODE: OH4-7126COLUMBUS, OH 43219",86000
15507,"429 HOWARD AVNEW HAVEN, CT 06519",115700
15508,"433 HOWARD AVNEW HAVEN, CT 06519",130800
15509,"439 HOWARD AVNEW HAVEN, CT 06519",141300
15510,"6 SELDEN AVEBRANFORD, CT 06405",52600
15511,"36 ROSETTE STNEW HAVEN, CT 06519",86300
15512,"PO BOX 317546 UNIT 403NEWINGTON, CT 06531-7546",14600
15513,"32 ROSETTE STNEW HAVEN, CT 06519",79500
15514,"141 SCRANTON STNEW HAVEN, CT 06511",64400
15515,"24 ROSETTE STNEW HAVEN, CT 06519",134500
15516,"50 FITCH ST STE 206BNEW HAVEN, CT 06515",65400
15517,"PO BOX 317546NEWINGTON, CT 06131-7546",14300
15518,"PO BOX 317546NEWINGTON, CT 06131-7546",13300
15519,"165 CHURCH STNEW HAVEN, CT 06510",15200
15520,"2138 SILAS DEANE HIGHWAY SUITE100ROCKY HILL, CT 06067",302600
15521,NA,NA
15522,"446 HOWARD AVNEW HAVEN, CT 06519",104800
15523,"21 ELD STNEW HAVEN, CT 06511",138400
15524,"58 SYLVAN AVNEW HAVEN, CT 06519",122500
15525,"11 RANCH RDWOODBRIDGE, CT 06525",120500
15526,"11 RANCH RDWOODBRIDGE, CT 06525",15200
15527,"11 RANCH RDWOODBRIDGE, CT 06525",15400
15528,"424 HOWARD AVNEW HAVEN, CT 06519",462100
15529,"165 CHURCH STNEW HAVEN, CT 06510",385700
15530,"7 KIMBERLY AVNEW HAVEN, CT 06519",176100
15531,"192 ALDEN AVENEW HAVEN, CT 06515",150800
15532,"192 ALDEN AVENEW HAVEN, CT 06515",166500
15533,"165 CHURCH STNEW HAVEN, CT 06510",36300
15534,"PO BOX 7145NEW HAVEN, CT 06519",356100
15535,"PO BOX 3962WOODBRIDGE, CT 06525",430300
15536,"PO BOX 7145NEW HAVEN, CT 06519",214900
15537,"35 NIDA DRNORTHFORD, CT 06472",91400
15538,"35 NIDA DRNORTHFORD, CT 06472",241900
15539,"65 LAMBERSTON STNEW HAVEN, CT 06519",23700
15540,"286 WOODIN STHAMDEN, CT 06514",96400
15541,"23 DEWITT STNEW HAVEN, CT 06519",102200
15542,"89-05 183RD STREETHOLLIS, NY 11423",125100
15543,"209 SHERMAN AVNEW HAVEN, CT 06511",124400
15544,"35 DEWITT STNEW HAVEN, CT 06519",121100
15545,"117 KIMBERLY AVENEW HAVEN, CT 06519",95900
15546,"43 DEWITT STNEW HAVEN, CT 06519",63200
15547,"51  DEWITT STNEW HAVEN, CT 06519",97100
15548,"55 DEWITT STNEW HAVEN, CT 06519",97500
15549,"60 CRESCENT STNEW HAVEN, CT 06511",74300
15550,"60 CRESCENT STNEW HAVEN, CT 06511",113500
15551,"383 KINGSTON AVE SUITE 91BROOKLYN, NY 11213",50100
15552,"13455 NOEL RD 2 GALLERIA TOWERSTE 1000DALLAS, TX 75240",70400
15553,"23 ARLINGTON STWEST HAVEN, CT 06516",105200
15554,"11 RANCH RDWOODBRIDGE, CT 06525",17500
15555,"15 ROCK VIEW TERNEW HAVEN, CT 06511",102500
15556,"66 ROSETTE STNEW HAVEN, CT 06519",122400
15557,"30 ELM STBRANFORD, CT 06405",115900
15558,"124 HALLOCK AVNEW HAVEN, CT 06519",110600
15559,"118 HALLOCK AVNEW HAVEN, CT 06519",141000
15560,"169-19 105TH AVENUEJAMAICA, NY 11433",133500
15561,"110 HALLOCK AVENUENEW HAVEN, CT 06519",141600
15562,"102 HALLOCK AVNEW HAVEN, CT 06511",142100
15563,"33 FIFTH STNEW HAVEN, CT 06519",111200
15564,"39 FIFTH STNEW HAVEN, CT 06519",103500
15565,"43 FIFTH STNEW HAVEN, CT 06519",104600
15566,"47 FIFTH STNEW HAVEN, CT 06519",80000
15567,"PO BOX 590ORANGE, CT 06477",304200
15568,"71 WILLIAMS STNEW HAVEN, CT 06511",155000
15569,"PO BOX 13BRANFORD, CT 06405",85800
15570,"167 HOWARD AVNEW HAVEN, CT 06519",136600
15571,"173 HOWARD AVNEW HAVEN, CT 06519",105000
15572,"177 HOWARD AVNEW HAVEN, CT 06519",145500
15573,"181 HOWARD AVNEW HAVEN, CT 06519",203400
15574,"PO BOX 3962WOODBRIDGE, CT 06525",151800
15575,"42 FOURTH STNEW HAVEN, CT 06511",96200
15576,"188 HOWARD AVNEW HAVEN, CT 06519",162300
15577,"186 HOWARD AVENEW HAVEN, CT 06519",168300
15578,"180 HOWARD AVNEW HAVEN, CT 06519",110000
15579,"ONE LONG WHARF DR SUITE 321NEW HAVEN, CT 06511",181000
15580,"170 HOWARD AVENEW HAVEN, CT 06519",170200
15581,"200 COLUMBUS AVNEW HAVEN, CT 06519",278500
15582,"158 HOWARD AVENEW HAVEN, CT 06519",136600
15583,"473 MAINS TEAST HAVEN, CT 06512",205200
15584,"48 SUMMIT DRNORTH BRANFORD, CT 06471",153400
15585,"205 GREENWICH AVNEW HAVEN, CT 06519",129300
15586,"217  GREENWICH AVNEW HAVEN, CT 06519",117200
15587,"221 GREENWICH AVNEW HAVEN, CT 06519",65000
15588,"225 GREENWICH AVNEW HAVEN, CT 06519",70600
15589,"229 GREENWICH AVNEW HAVEN, CT 06519",89200
15590,"220 GREENWICH AV  #2NEW HAVEN, CT 06519",80000
15591,"239 GREENWICH AVNEW HAVEN, CT 06511",95000
15592,"480 MAIN STWEST HAVEN, CT 06516",103700
15593,"PO BOX 1248ORANGE, CT 06477",84800
15594,"76 FOURTH STNEW HAVEN, CT 06519",95600
15595,"72 FOURTH STNEW HAVEN, CT 06519",100100
15596,"174 HALLOCK AVNEW HAVEN, CT 06519",168200
15597,"85 HOWE STNEW HAVEN, CT 06511",75300
15598,"PO BOX 7145NEW HAVEN, CT 06519",17900
15599,"PO BOX 7145NEW HAVEN, CT 06519",221300
15600,"154 HALLOCK AVNEW HAVEN, CT 06519",109600
15601,"150 HALLOCK AVNEW HAVEN, CT 06519",86800
15602,"150 HALLOCK STNEW HAVEN, CT 06519",16200
15603,"139 ORANGE STSUITE 301NEW HAVEN, CT 06510",318800
15604,"43 FOURTH STNEW HAVEN, CT 06519",80200
15605,"197  HOWARD AVNEW HAVEN, CT 06519",134700
15606,"458 SECOND AVEWEST HAVEN, CT 06516",101900
15607,"PO BOX 3962WOODBRIDGE, CT 06525",124300
15608,"213 HOWARD AVNEW HAVEN, CT 06511",106500
15609,"611 OCEAN AVE UNIT D2NEW LONDON, CT 06320",112600
15610,"221 HOWARD AVNEW HAVEN, CT 06519",123200
15611,"59 COLONY RDNEW HAVEN, CT 06511",126800
15612,"8 PROSPECT AVDARIEN, CT 06820",135100
15613,"8 PROSPECT AVDARIEN, CT 06820",15300
15614,"42 THIRD STNEW HAVEN, CT 06519",116700
15615,"234 HOWARD AVNEW HAVEN, CT 06519",242100
15616,"24 HOWARD AVNEW HAVEN, CT 06519",89400
15617,"226 HOWARD AVNEW HAVEN, CT 06519",120000
15618,"900 QUEEN ANNE RDTEANECK, NJ 07666",89000
15619,"220 HOWARD AVNEW HAVEN, CT 06519",89300
15620,"216 HOWARD AVNEW HAVEN, CT 06519",84500
15621,"214 HOWARD AVNEW HAVEN, CT 06519",105300
15622,"210 HOWARD AVNEW HAVEN, CT 06519",83100
15623,"TWIN OAKS CONDOS161 WEST SHORE RD B10WARWICK, RI 02889",101200
15624,"204 HOWARD AVENEW HAVEN, CT 06519",100600
15625,"198 HOWARD AVENEW HAVEN, CT 06519",549700
15626,"75 FOURTH STNEW HAVEN, CT 06519",96700
15627,"PO BOX 1248ORANGE, CT 06477",85200
15628,"1330 CHAPEL STNEW HAVEN, CT 06510",127200
15629,"121 WHITE STHARTFORD, CT 06114",135100
15630,"275 GREENWICH AVENEW HAVEN, CT 06519",128700
15631,"281 GREENWICH AVNEW HAVEN, CT 06519",108400
15632,"289 GREENWICH AVENEW HAVEN, CT 06519",107900
15633,"111 FOX RIDGE DRIVEEAST HAVEN, CT 06513",107400
15634,"4400 WILL ROGERS PKWY STE 300OKLAHOMA CITY, OK 73108",83500
15635,"299 GREENWICH AVNEW HAVEN, CT 06511",65600
15636,"161 FLAT MEADOW RDGUILFORD, CT 06437",49100
15637,"142 TWILIGHT DRMADISON, CT 06443",67600
15638,"311 GREENWICH AVNEW HAVEN, CT 06519",129400
15639,"134 CRISFIELD STYONKERS, NY 10710",56300
15640,"14 TUMBLEBROOK DRNORTH BRANFORD, CT 06471",58100
15641,"72 THIRD STNEW HAVEN, CT 06519",68400
15642,"419 WHALLEY AVE STE 202NEW HAVEN, CT 06511",72500
15643,"218 HALLOCK AVENEW HAVEN, CT 06519",84800
15644,"214 HALLOCK AVENEW HAVEN, CT 06519",79600
15645,"212 HALLOCK AVNEW HAVEN, CT 06519",105400
15646,"206 HALLOCK AVNEW HAVEN, CT 06519",92600
15647,"204 HALLOCK AVNEW HAVEN, CT 06519",91300
15648,"202 HALLOCK AVNEW HAVEN, CT 06519",78700
15649,"198 HALLOCK AVNEW HAVEN, CT 06519",66200
15650,"196 HALLOCK AVNEW HAVEN, CT 06511",74800
15651,"194 HALLOCK AVENEW HAVEN, CT 06515",22400
15652,"194 HALLOCK AVNEW HAVEN, CT 06519",81500
15653,"192 HALLOCK AVNEW HAVEN, CT 06519",79500
15654,"190 HALLOCK AVENUENEW HAVEN, CT 06519",257300
15655,"45 THIRD STNEW HAVEN, CT 06519",132000
15656,"47 THIRD STNEW HAVEN, CT 06519",85700
15657,"241 HOWARD AVNEW HAVEN, CT 06519",116200
15658,"38 MULBERRY DRTRUMBULL, CT 06611",109800
15659,"145 KIMBERLY STNEW HAVEN, CT 06519",80300
15660,"253 HOWARD AVNEW HAVEN, CT 06519",105800
15661,"PO BOX 3962WOODBRIDGE, CT 06525",142900
15662,"261 HOWARD AVNEW HAVEN, CT 06519",167300
15663,"267 HOWARD AVNEW HAVEN, CT 06519",115500
15664,"271 HOWARD AVNEW HAVEN, CT 06519",68400
15665,"277 HOWARD AVNEW HAVEN, CT 06519",114900
15666,"279 HOWARD AVNEW HAVEN, CT 06519",110500
15667,"398 MILFORD POINT RDMILFORD, CT 06460",90700
15668,"44 SECOND STNEW HAVEN, CT 06519",82800
15669,"40 SECOND STNEW HAVEN, CT 06519",108800
15670,"832 QUARTER MILE RDORANGE, CT 06477",249000
15671,"274 HOWARD AVNEW HAVEN, CT 06519",147200
15672,"270 HOWARD AVNEW HAVEN, CT 06519",140700
15673,"1314 E LAS OLAS BLVD STE 34FT LAUDERDALE, FL 33301",141200
15674,"260 HOWARD AVNEW HAVEN, CT 06519",135800
15675,"7 VALLEY PLACE SOUTHNEW HAVEN, CT 06519",115900
15676,"PO BOX 27054WEST HAVEN, CT 06516",152500
15677,"242 HOWARD AVNEW HAVEN, CT 06519",102800
15678,"PO BOX 3616WOODBRIDGE, CT 06525",73100
15679,"PO BOX 3616WOODBRIDGE, CT 06525",69800
15680,"321 GREENWICH AVNEW HAVEN, CT 06519",80100
15681,"76 EVERIT STNEW HAVEN, CT 06511",108600
15682,NA,NA
15683,"333 GREENWICH AVNEW HAVEN, CT 06519",123400
15684,"PO BOX 3616WOODBRIDGE, CT 06525",70900
15685,"343 GREENWICH AVENEW HAVEN, CT 06519",120200
15686,"351 GREENWICH AVNEW HAVEN, CT 06519",78800
15687,"353 GREENWICH AVNEW HAVEN, CT 06519",97400
15688,"355 GREENWICH AVNEW HAVEN, CT 06519",70200
15689,"86 SECOND STNEW HAVEN, CT 06519",211900
15690,"84 SECOND STNEW HAVEN, CT 06519",95600
