pid,location,latitude_ArcGIS,longitude_ArcGIS
12156,280 LIVINGSTON ST,41.32683563,-72.9120215
12157,272 LIVINGSTON ST,41.32665497,-72.91210193
12158,266 LIVINGSTON ST,41.32650578,-72.91218118
12159,250 LIVINGSTON ST,41.32623654,-72.91232105
12160,244 LIVINGSTON ST,41.32598595,-72.91245042
12161,240 LIVINGSTON ST,41.32585658,-72.91252035
12162,137 COLD SPRING ST,41.32543815,-72.91301454
12163,141 COLD SPRING ST,41.32549759,-72.91327445
12164,145 COLD SPRING ST,41.32553722,-72.91344462
12165,653 WHITNEY AV,41.32839628,-72.91475002
12166,659 WHITNEY AV,41.32849535,-72.9146999
12167,663 WHITNEY AV,41.328676,-72.91461948
12168,691 WHITNEY AV,41.32914571,-72.91439919
12169,703 WHITNEY AV,41.32975529,-72.91409965
12170,725 WHITNEY AV,41.33021567,-72.91387937
12171,733 WHITNEY AV,41.33040566,-72.91378962
12172,739 WHITNEY AV,41.3305362,-72.91373018
12173,108 EAST ROCK RD,41.3305327,-72.91309263
12174,98 EAST ROCK RD,41.33052337,-72.91288283
12175,94 EAST ROCK RD,41.33050356,-72.91261243
12176,84 EAST ROCK RD,41.33049307,-72.91212058
12177,234 EVERIT ST,41.33013525,-72.91191194
12178,230 EVERIT ST,41.33004551,-72.91196206
12179,228 EVERIT ST,41.32994527,-72.91200169
12180,224 EVERIT ST,41.32982522,-72.91206113
12181,222 EVERIT ST,41.32964573,-72.91214155
12182,220 EVERIT ST,41.32949537,-72.91221149
12183,200 EVERIT ST,41.32932521,-72.91229191
12184,190 EVERIT ST,41.32913522,-72.91239098
12185,154 EVERIT ST,41.32828555,-72.91278143
12186,146 EVERIT ST #146A,41.32808508,-72.91288167
12187,146 EVERIT ST #146B,41.32808508,-72.91288167
12188,146 EVERIT ST #146C,41.32808508,-72.91288167
12189,146 EVERIT ST #146D,41.32808508,-72.91288167
12190,146 EVERIT ST #146E,41.32808508,-72.91288167
12191,148 EVERIT ST #148A,41.32802869,-72.91290452
12192,148 EVERIT ST #148B,41.32802869,-72.91290452
12193,148 EVERIT ST #148C,41.32802869,-72.91290452
12194,148 EVERIT ST #148D,41.32802869,-72.91290452
12195,148 EVERIT ST #148E,41.32802869,-72.91290452
12196,148 EVERIT ST #148F,41.32802869,-72.91290452
12197,150 EVERIT ST #150A,41.32810489,-72.91287118
12198,150 EVERIT ST #150B,41.32810489,-72.91287118
12199,150 EVERIT ST #150C,41.32810489,-72.91287118
12200,150 EVERIT ST #150D,41.32810489,-72.91287118
12201,150 EVERIT ST #150E,41.32810489,-72.91287118
12202,140 EVERIT ST,41.32787528,-72.9129819
12203,145 EVERIT ST,41.32789626,-72.91289915
12204,151 EVERIT ST,41.32813636,-72.9127791
12205,165 EVERIT ST,41.32839628,-72.91265905
12206,171 EVERIT ST,41.32865619,-72.91254017
12207,177 EVERIT ST,41.32878556,-72.91247956
12208,NA,NA,NA
12209,189 EVERIT ST,41.32903615,-72.91235951
12210,195 EVERIT ST,41.32927625,-72.91223946
12211,201 EVERIT ST,41.32943593,-72.91216953
12212,207 EVERIT ST,41.32958629,-72.9120996
12213,217 EVERIT ST,41.32977627,-72.91200985
12214,221 EVERIT ST,41.32995576,-72.9119201
12215,227 EVERIT ST,41.33010611,-72.91185017
12216,233 EVERIT ST,41.33022616,-72.91180005
12217,239 EVERIT ST,41.33038584,-72.91171963
12218,410 LIVINGSTON ST,41.33022267,-72.91044337
12219,400 LIVINGSTON ST,41.33001287,-72.91052263
12220,396 LIVINGSTON ST,41.32983338,-72.91059256
12221,390 LIVINGSTON ST,41.32959561,-72.91070095
12222,382 LIVINGSTON ST,41.32939514,-72.91080119
12223,370 LIVINGSTON ST,41.32908511,-72.91095154
12224,350 LIVINGSTON ST,41.32880538,-72.91108092
12225,340 LIVINGSTON ST,41.32838579,-72.91128139
12226,324 LIVINGSTON ST,41.32797552,-72.91147137
12227,300 LIVINGSTON ST,41.32767481,-72.91162173
12228,749 WHITNEY AV,41.33081592,-72.91359964
12229,755 WHITNEY AV,41.33096628,-72.9135297
12230,761 WHITNEY AV,41.33108633,-72.9134691
12231,765 WHITNEY AV,41.33117607,-72.91342947
12232,769 WHITNEY AV,41.33134624,-72.91334905
12233,773 WHITNEY AV,41.33148611,-72.91327911
12234,783 WHITNEY AV,41.33167609,-72.91318937
12235,787 WHITNEY AV,41.33179614,-72.91313925
12236,26 BURNS ST,41.33171338,-72.91234902
12237,20 BURNS ST,41.33166327,-72.91217885
12238,270 EVERIT ST,41.33144065,-72.911687
12239,266 EVERIT ST,41.33125533,-72.91173129
12240,260 EVERIT ST,41.33112479,-72.91179189
12241,254 EVERIT ST,41.33098493,-72.91185134
12242,250 EVERIT ST,41.33085439,-72.91191194
12243,83 EAST ROCK RD,41.33054785,-72.91218002
12244,95 EAST ROCK RD,41.33055834,-72.91254017
12245,99 EAST ROCK RD,41.33056767,-72.91273831
12246,105 EAST ROCK RD,41.33058748,-72.91299822
12247,EAST ROCK RD,41.33085905,-72.91481405
12248,799 WHITNEY AV,41.33207703,-72.91300871
12249,805 WHITNEY AV,41.33223671,-72.91293878
12250,809 WHITNEY AV,41.33239406,-72.91285136
12251,813 WHITNEY AV,41.33251411,-72.91278143
12252,821 WHITNEY AV,41.33263416,-72.91272199
12253,827 WHITNEY AV,41.33273672,-72.91265905
12254,25 BURNS ST,41.33177749,-72.91234203
12255,19 BURNS ST,41.33170756,-72.91211242
12256,11 BURNS ST,41.33161781,-72.91181287
12257,9 BURNS ST,41.3315572,-72.91167068
12258,7 BURNS ST,41.3315572,-72.91167068
12259,EDGEHILL RD,41.33092847,-72.91725819
12260,WHITNEY AV,41.31292095,-72.92183889
12261,55 HIGHLAND ST,41.32824825,-72.91695871
12262,3 EDGEHILL RD,41.32876225,-72.91730603
12263,7 EDGEHILL RD,41.3290245,-72.91726524
12264,15 EDGEHILL RD,41.32927975,-72.91725359
12265,19 EDGEHILL RD,41.32953384,-72.91726407
12266,23 EDGEHILL RD,41.32971333,-72.91727457
12267,58 HUNTINGTON ST,41.32971333,-72.91650648
12268,54 HUNTINGTON ST,41.3296737,-72.91629668
12269,50 HUNTINGTON ST,41.3296434,-72.91615565
12270,46 HUNTINGTON ST,41.32959328,-72.91593653
12271,40 HUNTINGTON ST,41.32955365,-72.91571625
12272,32 HUNTINGTON ST,41.32951402,-72.91553559
12273,24 HUNTINGTON ST,41.32947323,-72.91532579
12274,690 WHITNEY AV,41.32927509,-72.91441201
12275,684 WHITNEY AV,41.32914571,-72.91447146
12276,682 WHITNEY AV,41.32895573,-72.9145612
12277,674 WHITNEY AV,41.32879489,-72.91464162
12278,670 WHITNEY AV,41.3286154,-72.91472205
12279,656 WHITNEY AV,41.32841492,-72.91481179
12280,650 WHITNEY AV,41.32826574,-72.91489105
12281,21 HIGHLAND ST,41.32819814,-72.91574072
12282,31 HIGHLAND ST,41.32819814,-72.91602045
12283,35 HIGHLAND ST,41.32821795,-72.91634913
12284,31 EDGEHILL RD,41.33006998,-72.91729438
12285,35 EDGEHILL RD,41.33027045,-72.91729438
12286,45 EDGEHILL RD,41.33050006,-72.91728389
12287,53 EDGEHILL RD,41.33068422,-72.91727457
12288,57 EDGEHILL RD,41.33088236,-72.9172361
12289,67 EDGEHILL RD,41.33111313,-72.91718598
12290,184 EAST ROCK RD,41.33108283,-72.91622558
12291,180 EAST ROCK RD,41.3310432,-72.91599597
12292,178 EAST ROCK RD,41.33100357,-72.9157652
12293,172 EAST ROCK RD,41.33096395,-72.9155554
12294,166 EAST ROCK RD,41.33092315,-72.91535493
12295,160 EAST ROCK RD,41.33089285,-72.91518593
12296,156 EAST ROCK RD,41.33086371,-72.91500527
12297,152 EAST ROCK RD,41.3308439,-72.91488522
12298,150 EAST ROCK RD,41.3308031,-72.91465561
12299,738 WHITNEY AV,41.33045577,-72.9138409
12300,142 EAST ROCK RD,41.3307728,-72.91447495
12301,730 WHITNEY AV,41.33028561,-72.91393181
12302,724 WHITNEY AV,41.33011544,-72.91401107
12303,704 WHITNEY AV,41.32919445,-72.91444743
12304,23 HUNTINGTON ST,41.32953733,-72.91536542
12305,29 HUNTINGTON ST,41.32956764,-72.9155251
12306,35 HUNTINGTON ST,41.32960726,-72.91569527
12307,45 HUNTINGTON ST,41.32964806,-72.91591555
12308,49 HUNTINGTON ST,41.32968769,-72.91610553
12309,55 HUNTINGTON ST,41.32972732,-72.91631533
12310,61 HUNTINGTON ST,41.32978792,-72.91658457
12311,71 EDGEHILL RD,41.33144997,-72.91708691
12312,77 EDGEHILL RD,41.3317297,-72.91699717
12313,93 EDGEHILL RD,41.33201992,-72.91690742
12314,140 OGDEN ST,41.33201293,-72.91590623
12315,120 OGDEN ST,41.33194299,-72.91556589
12316,104 OGDEN ST,41.33188355,-72.91525586
12317,90 OGDEN ST,41.33183343,-72.91496564
12318,70 OGDEN ST,41.33177399,-72.91467542
12319,60 OGDEN ST,41.33172387,-72.914426
12320,750 WHITNEY AV,41.33110498,-72.91354136
12321,145 EAST ROCK RD,41.33082758,-72.91448544
12322,149 EAST ROCK RD,41.3308777,-72.91475585
12323,157 EAST ROCK RD,41.33091733,-72.91498546
12324,163 EAST ROCK RD,41.33095812,-72.91523605
12325,169 EAST ROCK RD,41.33099775,-72.91544584
12326,175 EAST ROCK RD,41.33103737,-72.91564515
12327,181 EAST ROCK RD,41.33107817,-72.91586543
12328,189 EAST ROCK RD,41.3311178,-72.91612535
12329,193 EAST ROCK RD,41.3311481,-72.91629552
12330,123 EDGEHILL RD,41.33253159,-72.9167559
12331,131 EDGEHILL RD,NA,NA
12332,80 CLIFF ST,41.33301412,-72.91568827
12333,70 CLIFF ST,41.3329337,-72.91541787
12334,60 CLIFF ST,41.33284395,-72.91506821
12335,50 CLIFF ST,41.33277402,-72.91482811
12336,46 CLIFF ST,41.33270409,-72.91455771
12337,40 CLIFF ST,41.33263416,-72.91429779
12338,30 CLIFF ST,41.33257355,-72.91410781
12339,24 CLIFF ST,41.33251411,-72.91386771
12340,794 WHITNEY AV,41.33198495,-72.91312177
12341,45 OGDEN ST,41.33173786,-72.91423485
12342,63 OGDEN ST,41.3317973,-72.91450526
12343,87 OGDEN ST,41.33186724,-72.91489571
12344,107 OGDEN ST,41.33194766,-72.91527567
12345,123 OGDEN ST,41.33201759,-72.91561484
12346,OGDEN ST,41.33223716,-72.91689188
12347,3 LOOMIS PL,41.32559899,-72.92001707
12348,15 LOOMIS PL,41.32584958,-72.91993781
12349,29 LOOMIS PL,41.32598945,-72.91988769
12350,31 LOOMIS PL,41.32621906,-72.91980727
12351,37 LOOMIS PL,41.32647897,-72.91971752
12352,55 LOOMIS PL,41.32674938,-72.91961729
12353,61 LOOMIS PL,41.32698948,-72.91953687
12354,77 LOOMIS PL,41.32724939,-72.91944712
12355,85 LOOMIS PL,41.32749881,-72.91935737
12356,97 LOOMIS PL,41.32773891,-72.91927695
12357,LOOMIS PL,41.32685086,-72.91961758
12358,460 SAINT RONAN ST,41.327993,-72.91760325
12359,450 SAINT RONAN ST,41.32774241,-72.91769299
12360,436 SAINT RONAN ST,41.32747201,-72.9177839
12361,424 SAINT RONAN ST,41.32722258,-72.91787365
12362,408 SAINT RONAN ST,41.32685311,-72.91801351
12363,396 SAINT RONAN ST,41.32647198,-72.91815338
12364,386 SAINT RONAN ST,41.32618293,-72.91825361
12365,376 SAINT RONAN ST,NA,NA
12366,352 SAINT RONAN ST,41.32551275,-72.91850304
12367,363 SAINT RONAN ST,41.32557918,-72.91839814
12368,20 AUTUMN ST,41.32549526,-72.91733168
12369,AUTUMN ST,41.32657851,-72.91677897
12370,AUTUMN ST,41.32657851,-72.91677897
12371,377 SAINT RONAN ST,41.32597896,-72.91825711
12372,389 SAINT RONAN ST,41.32620857,-72.91816736
12373,395 SAINT RONAN ST,41.32637874,-72.91810792
12374,401 SAINT RONAN ST,41.32659902,-72.9180275
12375,403 SAINT RONAN ST,41.32684845,-72.91793775
12376,421 SAINT RONAN ST,41.32713866,-72.91783752
12377,70 AUTUMN ST,41.32684495,-72.9166918
12378,425 SAINT RONAN ST,41.32733914,-72.9177571
12379,86 AUTUMN ST,41.32705475,-72.91659156
12380,NA,NA,NA
12381,427 SAINT RONAN ST,41.32754893,-72.91768716
12382,445 SAINT RONAN ST,41.32779836,-72.91759742
12383,NA,NA,NA
12384,459 SAINT RONAN ST,41.32805827,-72.91749718
12385,44 HIGHLAND ST,41.32817366,-72.91674192
12386,32 HIGHLAND ST,41.32814714,-72.91584348
12387,AUTUMN ST,41.32657851,-72.91677897
12388,50 AUTUMN ST,41.32635543,-72.91692141
12389,AUTUMN ST,41.32657851,-72.91677897
12390,40 AUTUMN ST,41.32613514,-72.91703097
12391,36 AUTUMN ST,NA,NA
12392,34 AUTUMN ST,41.3257948,-72.91719181
12393,269 CANNER ST,41.32496728,-72.91740277
12394,11 AUTUMN ST,41.32531577,-72.91733983
12395,21 AUTUMN ST,41.32550575,-72.91725009
12396,27 AUTUMN ST,41.32572604,-72.91714985
12397,35 AUTUMN ST,41.32581578,-72.91709973
12398,37 AUTUMN ST,41.32599644,-72.91701931
12399,43 AUTUMN ST,41.32612582,-72.91695987
12400,49 AUTUMN ST,41.32624587,-72.91689926
12401,55 AUTUMN ST,41.32646615,-72.9167897
12402,71 AUTUMN ST,41.32687642,-72.91659972
12403,75 AUTUMN ST,41.32701628,-72.91652979
12404,85 AUTUMN ST,41.32720627,-72.91644004
12405,107 AUTUMN ST,41.32777621,-72.91616964
12406,24 HIGHLAND ST,41.32814335,-72.91597033
12407,22 HIGHLAND ST,41.32814335,-72.91581998
12408,640 WHITNEY AV,41.32788461,-72.91506122
12409,630 WHITNEY AV,41.32767481,-72.91516145
12410,618 WHITNEY AV,41.32751513,-72.91524187
12411,WHITNEY AV,41.31292095,-72.92183889
12412,608 WHITNEY AV,41.32715498,-72.91541204
12413,600 WHITNEY AV,41.326965,-72.91550179
12414,592 WHITNEY AV,41.32674471,-72.91560202
12415,590 WHITNEY AV,41.32662466,-72.91566147
12416,570 WHITNEY AV #A1,41.32634494,-72.91579201
12417,570 WHITNEY AV #A2,41.32634494,-72.91579201
12418,570 WHITNEY AV #B1,41.32634494,-72.91579201
12419,570 WHITNEY AV #B2,41.32634494,-72.91579201
12420,570 WHITNEY AV #C1,41.32634494,-72.91579201
12421,570 WHITNEY AV #C2,41.32634494,-72.91579201
12422,570 WHITNEY AV #D1,NA,NA
12423,570 WHITNEY AV #D2,41.32634494,-72.91579201
12424,570 WHITNEY AV #D3,41.32634494,-72.91579201
12425,570 WHITNEY AV #E1,41.32634494,-72.91579201
12426,570 WHITNEY AV #E2,41.32634494,-72.91579201
12427,570 WHITNEY AV #E3,41.32634494,-72.91579201
12428,570 WHITNEY AV #F1,41.32634494,-72.91579201
12429,570 WHITNEY AV #F2,41.32634494,-72.91579201
12430,570 WHITNEY AV #F3,41.32634494,-72.91579201
12431,570 WHITNEY AV #G1,41.32634494,-72.91579201
12432,570 WHITNEY AV #G2,41.32634494,-72.91579201
12433,570 WHITNEY AV #G3,41.32634494,-72.91579201
12434,570 WHITNEY AV #H1,41.32634494,-72.91579201
12435,570 WHITNEY AV #H2,41.32634494,-72.91579201
12436,570 WHITNEY AV #H3,41.32634494,-72.91579201
12437,570 WHITNEY AV #J1,41.32634494,-72.91579201
12438,570 WHITNEY AV #J2,41.32634494,-72.91579201
12439,570 WHITNEY AV #J3,41.32634494,-72.91579201
12440,570 WHITNEY AV #K1,41.32634494,-72.91579201
12441,570 WHITNEY AV #K2,41.32634494,-72.91579201
12442,570 WHITNEY AV #K3,41.32634494,-72.91579201
12443,570 WHITNEY AV #L1,41.32634494,-72.91579201
12444,570 WHITNEY AV #L2,41.32634494,-72.91579201
12445,570 WHITNEY AV #L3,41.32634494,-72.91579201
12446,570 WHITNEY AV #M1,41.32634494,-72.91579201
12447,570 WHITNEY AV #M2,41.32634494,-72.91579201
12448,570 WHITNEY AV #N1,41.32634494,-72.91579201
12449,570 WHITNEY AV #N2,41.32634494,-72.91579201
12450,570 WHITNEY AV #O1,41.32634494,-72.91579201
12451,570 WHITNEY AV #O2,41.32634494,-72.91579201
12452,570 WHITNEY AV #S,41.32634494,-72.91579201
12453,570 WHITNEY AV #A,41.32634494,-72.91579201
12454,570 WHITNEY AV #B,41.32634494,-72.91579201
12455,570 WHITNEY AV #G-1,NA,NA
12456,570 WHITNEY AV #G-2,NA,NA
12457,570 WHITNEY AV #G-3,NA,NA
12458,570 WHITNEY AV #G-4,NA,NA
12459,570 WHITNEY AV #G-5,NA,NA
12460,570 WHITNEY AV #G-6,NA,NA
12461,570 WHITNEY AV #G-7,NA,NA
12462,570 WHITNEY AV #G-8,NA,NA
12463,570 WHITNEY AV #G-9,NA,NA
12464,570 WHITNEY AV #G-10,NA,NA
12465,570 WHITNEY AV #C-11,NA,NA
12466,570 WHITNEY AV #G-12,NA,NA
12467,570 WHITNEY AV #G-13,NA,NA
12468,570 WHITNEY AV #G-14,NA,NA
12469,570 WHITNEY AV #G-15,NA,NA
12470,570 WHITNEY AV #G-16,NA,NA
12471,562 WHITNEY AV,41.32595448,-72.91597266
12472,558 WHITNEY AV,41.32577499,-72.9160426
12473,550 WHITNEY AV,41.32561415,-72.91612185
12474,544 WHITNEY AV,41.32545447,-72.91619178
12475,540 WHITNEY AV,41.32538454,-72.91622209
12476,532 WHITNEY AV,41.325254,-72.91628153
12477,524 WHITNEY AV,41.32502439,-72.91637244
12478,520 WHITNEY AV,41.32485422,-72.9164517
12479,259 CANNER ST,41.32494746,-72.91733284
12480,307 LAWRENCE ST,41.3208273,-72.91975366
12481,211 SAINT RONAN ST,41.32124922,-72.9198772
12482,217 SAINT RONAN ST,41.32150914,-72.91978746
12483,225 SAINT RONAN ST,41.32177954,-72.91969771
12484,247 SAINT RONAN ST,41.32198934,-72.91961729
12485,253 SAINT RONAN ST,41.32223876,-72.91953687
12486,257 SAINT RONAN ST,41.32246954,-72.91945761
12487,261 SAINT RONAN ST,41.32268982,-72.91938768
12488,305 SAINT RONAN ST,41.32328891,-72.91917672
12489,WHITNEY AV,41.31292095,-72.92183889
12490,313 SAINT RONAN ST #A-1,NA,NA
12491,313 SAINT RONAN ST #A-2,NA,NA
12492,311 SAINT RONAN ST #A-3,NA,NA
12493,311 SAINT RONAN ST #A-4,NA,NA
12494,309 SAINT RONAN ST #A-5,NA,NA
12495,309 SAINT RONAN ST #A-6,NA,NA
12496,307 SAINT RONAN ST #A-7,NA,NA
12497,313 SAINT RONAN ST #B-1,NA,NA
12498,313 SAINT RONAN ST #B-2,NA,NA
12499,311 SAINT RONAN ST #B-3,NA,NA
12500,311 SAINT RONAN ST #B-4,NA,NA
12501,309 SAINT RONAN ST #B-5,NA,NA
12502,309 SAINT RONAN ST #B-6,NA,NA
12503,307 SAINT RONAN ST #B-7,NA,NA
12504,315 SAINT RONAN ST #1,41.32428894,-72.91884687
12505,315 SAINT RONAN ST #2,41.32428894,-72.91884687
12506,315 SAINT RONAN ST #3,41.32428894,-72.91884687
12507,315 SAINT RONAN ST #0004,41.32428894,-72.91884687
12508,317 SAINT RONAN ST,41.32430991,-72.91883755
12509,325 SAINT RONAN ST,41.3244591,-72.91878743
12510,331 SAINT RONAN ST,41.32462927,-72.91872682
12511,339 SAINT RONAN ST,41.32480876,-72.91866738
12512,278 CANNER ST,41.3250139,-72.91779672
12513,345 SAINT RONAN ST,41.32503954,-72.91858696
12514,270 CANNER ST,41.32496378,-72.91760674
12515,266 CANNER ST,41.32491366,-72.91741909
12516,262 CANNER ST,41.32486354,-72.91724892
12517,512 WHITNEY AV,41.32450572,-72.91661138
12518,506 WHITNEY AV,41.32437518,-72.91667082
12519,504 WHITNEY AV,41.32424581,-72.91674192
12520,484 WHITNEY AV #A1,41.32395559,-72.91688178
12521,484 WHITNEY AV #A2,41.32395559,-72.91688178
12522,484 WHITNEY AV #1B,41.32395559,-72.91688178
12523,484 WHITNEY AV #2B,41.32395559,-72.91688178
12524,484 WHITNEY AV #A3,41.32395559,-72.91688178
12525,484 WHITNEY AV #A4,41.32395559,-72.91688178
12526,484 WHITNEY AV #3B,41.32395559,-72.91688178
12527,484 WHITNEY AV #4B,41.32395559,-72.91688178
12528,484 WHITNEY AV #A5,41.32395559,-72.91688178
12529,484 WHITNEY AV #A6,41.32395559,-72.91688178
12530,484 WHITNEY AV #5B,41.32395559,-72.91688178
12531,484 WHITNEY AV #6B,41.32395559,-72.91688178
12532,492 WHITNEY AV #C7,41.32384487,-72.9169319
12533,492 WHITNEY AV #1A,41.32384487,-72.9169319
12534,492 WHITNEY AV #1B,41.32384487,-72.9169319
12535,492 WHITNEY AV #2B,41.32384487,-72.9169319
12536,492 WHITNEY AV #1C,41.32384487,-72.9169319
12537,492 WHITNEY AV #2C,41.32384487,-72.9169319
12538,492 WHITNEY AV #1D,41.32384487,-72.9169319
12539,492 WHITNEY AV #2A,41.32384487,-72.9169319
12540,492 WHITNEY AV #3B,41.32384487,-72.9169319
12541,492 WHITNEY AV #4B,41.32384487,-72.9169319
12542,492 WHITNEY AV #3C,41.32384487,-72.9169319
12543,492 WHITNEY AV #4C,41.32384487,-72.9169319
12544,492 WHITNEY AV #2D,41.32384487,-72.9169319
12545,492 WHITNEY AV #3A,41.32384487,-72.9169319
12546,492 WHITNEY AV #5B,41.32384487,-72.9169319
12547,492 WHITNEY AV #6B,41.32384487,-72.9169319
12548,492 WHITNEY AV #5C,41.32384487,-72.9169319
12549,492 WHITNEY AV #6C,41.32384487,-72.9169319
12550,492 WHITNEY AV #3D,41.32384487,-72.9169319
12551,468 WHITNEY AV #A1,41.32345441,-72.9171312
12552,468 WHITNEY AV #A21,41.32345441,-72.9171312
12553,468 WHITNEY AV #B1,41.32345441,-72.9171312
12554,468 WHITNEY AV #B2,41.32345441,-72.9171312
12555,468 WHITNEY AV #B21,41.32345441,-72.9171312
12556,468 WHITNEY AV #B22,41.32345441,-72.9171312
12557,468 WHITNEY AV #C1,41.32345441,-72.9171312
12558,468 WHITNEY AV #C2,41.32345441,-72.9171312
12559,468 WHITNEY AV #C21,41.32345441,-72.9171312
12560,468 WHITNEY AV #C22,41.32345441,-72.9171312
12561,468 WHITNEY AV #D1,41.32345441,-72.9171312
12562,468 WHITNEY AV #D2,41.32345441,-72.9171312
12563,468 WHITNEY AV #D21,41.32345441,-72.9171312
12564,468 WHITNEY AV #D22,41.32345441,-72.9171312
12565,468 WHITNEY AV #E1,41.32345441,-72.9171312
12566,438 WHITNEY AV #1,41.32260474,-72.91752166
12567,438 WHITNEY AV #2,41.32260474,-72.91752166
12568,438 WHITNEY AV #3,41.32260474,-72.91752166
12569,438 WHITNEY AV #4,41.32260474,-72.91752166
12570,438 WHITNEY AV #5,41.32260474,-72.91752166
12571,438 WHITNEY AV #6,41.32260474,-72.91752166
12572,438 WHITNEY AV #7,41.32260474,-72.91752166
12573,438 WHITNEY AV #8,41.32260474,-72.91752166
12574,438 WHITNEY AV #9,41.32260474,-72.91752166
12575,438 WHITNEY AV #10,41.32260474,-72.91752166
12576,438 WHITNEY AV #11,41.32260474,-72.91752166
12577,438 WHITNEY AV #12,41.32260474,-72.91752166
12578,438 WHITNEY AV #13,41.32260474,-72.91752166
12579,438 WHITNEY AV #14,41.32260474,-72.91752166
12580,438 WHITNEY AV #15,41.32260474,-72.91752166
12581,438 WHITNEY AV #16,41.32260474,-72.91752166
12582,420 WHITNEY AV,41.32222477,-72.91770232
12583,408 WHITNEY AV,41.32192523,-72.91784218
12584,400 WHITNEY AV,41.32166532,-72.91796223
12585,394 WHITNEY AV,41.32147417,-72.91805198
12586,388 WHITNEY AV,41.32124456,-72.91815221
12587,382 WHITNEY AV,41.32109421,-72.91821165
12588,374 WHITNEY AV,41.32093453,-72.91829208
12589,370 WHITNEY AV,41.32078417,-72.91835152
12590,NA,NA,NA
12591,299 LAWRENCE ST,41.32069793,-72.91926297
12592,305 LAWRENCE ST,41.32074804,-72.91947393
12593,357 WHITNEY AV,41.32037023,-72.91849763
12594,375 WHITNEY AV,41.32086693,-72.91824895
12595,389 WHITNEY AV,41.32115598,-72.91810909
12596,146 COTTAGE ST,41.32120377,-72.91711722
12597,140 COTTAGE ST,41.32116414,-72.91697735
12598,134 COTTAGE ST,41.32111402,-72.91676756
12599,130 COTTAGE ST,41.3210639,-72.91658807
12600,126 COTTAGE ST,41.32101378,-72.91639808
12601,120 COTTAGE ST,41.32096367,-72.91618712
12602,62 LIVINGSTON ST,41.32064781,-72.91572907
12603,58 LIVINGSTON ST,41.32051727,-72.91580949
12604,50 LIVINGSTON ST,41.32039722,-72.91587942
12605,48 LIVINGSTON ST,41.3203168,-72.91592022
12606,42 LIVINGSTON ST,41.32017693,-72.91599947
12607,34 LIVINGSTON ST,41.32004756,-72.91607989
12608,225 LAWRENCE ST,41.31994732,-72.91650182
12609,235 LAWRENCE ST,41.32005688,-72.91682117
12610,241 LAWRENCE ST,41.3201373,-72.91706127
12611,245 LAWRENCE ST,41.32017693,-72.91717083
12612,251 LAWRENCE ST,41.32024686,-72.91736081
12613,253 LAWRENCE ST,41.32029698,-72.91752166
12614,321 WHITNEY AV,41.31932842,-72.9189879
12615,256 EDWARDS ST,41.31930395,-72.91802051
12616,250 EDWARDS ST,41.31922469,-72.91782003
12617,244 EDWARDS ST,41.31916408,-72.91764987
12618,240 EDWARDS ST,41.31909415,-72.91747037
12619,236 EDWARDS ST,41.3190044,-72.91723027
12620,228 EDWARDS ST,41.31893447,-72.91704029
12621,224 EDWARDS ST,41.31887387,-72.91687012
12622,216 EDWARDS ST,41.31881326,-72.9166883
12623,210 EDWARDS ST,41.31875381,-72.91647851
12624,204 EDWARDS ST,41.31869437,-72.9162792
12625,198 EDWARDS ST,41.31862328,-72.91607873
12626,192 EDWARDS ST,41.31856383,-72.91585844
12627,186 EDWARDS ST,41.3184939,-72.91564981
12628,180 EDWARDS ST,41.31843446,-72.91545983
12629,648 ORANGE ST,41.31799972,-72.91483627
12630,644 ORANGE ST,41.31789015,-72.91492601
12631,642 ORANGE ST,41.31778059,-72.91500644
12632,634 ORANGE ST,41.31766987,-72.91508686
12633,630 ORANGE ST,41.31756963,-72.91516611
12634,624 ORANGE ST,41.31742044,-72.91527684
12635,620 ORANGE ST,41.31730039,-72.91536659
12636,165 BISHOP ST,41.31747639,-72.91613001
12637,169 BISHOP ST,41.31755681,-72.91631999
12638,175 BISHOP ST,41.31765705,-72.91656942
12639,183 BISHOP ST,41.31774679,-72.91676989
12640,191 BISHOP ST,41.31783654,-72.9169995
12641,195 BISHOP ST,41.31793678,-72.9172396
12642,201 BISHOP ST,41.3179764,-72.91732934
12643,207 BISHOP ST,41.31803701,-72.91749019
12644,215 BISHOP ST,41.31814657,-72.9177501
12645,219 BISHOP ST,41.31822699,-72.9179599
12646,225 BISHOP ST,41.31829693,-72.91813007
12647,229 BISHOP ST,41.31835637,-72.91826993
12648,235 BISHOP ST,41.3184263,-72.91845059
12649,303 WHITNEY AV,41.31880626,-72.91923966
12650,315 WHITNEY AV,41.3191163,-72.9190893
12651,185 SAINT RONAN ST,41.32063965,-72.920087
12652,302 LAWRENCE ST,41.32072357,-72.91959747
12653,298 LAWRENCE ST,41.32067345,-72.91941798
12654,294 LAWRENCE ST,41.32062333,-72.919228
12655,352 WHITNEY AV,41.32018509,-72.91870234
12656,340 WHITNEY AV,41.31994499,-72.9188119
12657,281 EDWARDS ST,41.3196979,-72.91920469
12658,291 EDWARDS ST,41.31974802,-72.91952754
12659,299 EDWARDS ST,41.31977832,-72.91976648
12660,309 EDWARDS ST,41.31981795,-72.92002756
12661,345 WHITNEY AV,41.32001609,-72.91869885
12662,254 LAWRENCE ST,41.32025386,-72.91754963
